location,size(bhk),total_sqft,bath,balcony,price
Kannamangala,4,2400.0,4.0,1.0,13000000.0
Yelahanka,2,1327.0,2.0,3.0,8500000.0
Thigalarapalya,4,2912.0,6.0,2.0,21000000.0
Basapura,2,1301.0,2.0,2.0,5500000.0
Thippasandra,1,650.0,1.0,0.0,3000000.0
Varthur,3,1200.0,3.0,1.0,6775000.0
Banagiri Nagar,3,1500.0,2.0,2.0,8999000.0
Nagadevanahalli,4,1350.0,4.0,2.0,14500000.0
Electronic City Phase II,2,1000.0,2.0,1.0,2888000.0
Sarjapur  Road,2,984.0,2.0,1.0,4591000.0
Jakkur,3,1819.18,3.0,1.0,16000000.0
Nagarbhavi,1,900.0,1.0,0.0,17500000.0
Hebbal,3,1355.0,3.0,1.0,8387000.0
Sarakki Nagar,3,2145.0,4.0,1.0,27000000.0
Malleshwaram,3,2475.0,4.0,3.0,30000000.0
Kaggadasapura,2,1118.0,2.0,0.0,3000000.0
Roopena Agrahara,1,910.0,1.0,1.0,4200000.0
Madiwala,3,1250.0,3.0,2.0,3900000.0
Hosakerehalli,2,1304.0,2.0,3.0,10000000.0
Begur Road,3,1615.0,3.0,2.0,5800000.0
Sarjapur  Road,2,1400.0,2.0,2.0,6800000.0
CV Raman Nagar,2,1070.0,2.0,2.0,4750000.0
Hebbal,3,3500.0,3.0,3.0,39500000.0
Hoodi,2,1132.0,2.0,1.0,8937000.0
Rajarajeshwari Nagara,3,2000.0,3.0,2.0,8500000.0
Hebbal,7,2400.0,5.0,1.0,55000000.0
Sector 2 HSR Layout,1,794.0,1.0,2.0,6500000.0
Raja Rajeshwari Nagar,2,1090.0,2.0,2.0,4359000.0
Gottigere,3,1500.0,3.0,2.0,7000000.0
1st Phase JP Nagar,3,2059.0,3.0,2.0,22500000.0
Kanakpura Road,1,525.0,1.0,1.0,3000000.0
Bhoganhalli,2,1447.0,2.0,1.0,7597000.0
Whitefield,2,1269.0,2.0,1.0,7500000.0
KR Layout,4,4800.0,4.0,0.0,70000000.0
Kanakpura Road,2,1070.0,2.0,2.0,3745000.0000000005
Talaghattapura,2,1150.0,2.0,0.0,2800000.0
Marathahalli,2,1208.0,2.0,2.0,7000000.0
Ramamurthy Nagar,2,1185.0,2.0,1.0,4550000.0
Laggere,3,1200.0,3.0,1.0,13000000.0
Anekal,2,888.0,2.0,1.0,3400000.0
Chandapura,2,1015.0,2.0,2.0,2588000.0
Celebrity Paradise Layout,1,532.0,1.0,1.0,2249000.0
St Thomas Town,3,1060.0,3.0,1.0,6200000.0
Electronic City,1,700.0,1.0,1.0,3500000.0
Ckikkakammana Halli,2,902.0,2.0,2.0,4200000.0
Banashankari 2nd Stage,6,600.0,3.0,3.0,9500000.0
Uttarahalli,2,1175.0,2.0,1.0,4700000.0
Binny Pete,2,1365.0,2.0,1.0,12200000.0
Doddathoguru,2,984.0,2.0,1.0,5100000.0
Hebbal,4,2700.0,2.0,2.0,10000000.0
Jalahalli East,3,1475.0,3.0,2.0,9600000.0
Haralur Road,2,1300.0,2.0,2.0,7900000.0
5th Block Hbr Layout,5,1200.0,6.0,1.0,22000000.0
Babusapalaya,3,1453.0,2.0,2.0,4359000.0
Munivenkatppa Layout,2,1550.0,2.0,3.0,16000000.0
Akshaya Nagar,4,1410.0,4.0,2.0,16000000.0
Yelahanka,4,4025.0,5.0,3.0,80000000.0
Murugeshpalya,3,1845.0,3.0,3.0,9100000.0
Sarjapura - Attibele Road,3,1676.0,3.0,3.0,5200000.0
Uttarahalli,2,1137.0,2.0,1.0,6300000.0
Electronic City,3,1360.0,2.0,1.0,7050000.0
Vijaya Bank Layout,3,1374.0,2.0,2.0,7000000.0
Judicial Layout,3,1700.0,3.0,2.0,15500000.0
Whitefield,5,3227.0,5.0,0.0,25000000.0
Koramangala,4,2400.0,6.0,3.0,60000000.0
Kasavanhalli,3,2170.0,3.0,2.0,15100000.0
Bank Of Baroda Colony,2,1080.0,2.0,1.0,5500000.0
Electronic City Phase II,3,1790.0,3.0,3.0,10000000.0
Doddathoguru,1,550.0,1.0,1.0,1700000.0
Poorna Pragna Layout,3,1270.0,2.0,2.0,5079000.0
Somasundara Palya,2,1033.0,2.0,2.0,4800000.0
Kamala Nagar,2,1000.0,2.0,1.0,8000000.0
Binny Pete,4,2940.0,6.0,2.0,28000000.0
Kumarapalli,2,1240.0,2.0,2.0,5260000.0
Kasturi Nagar,5,1650.0,5.0,1.0,45000000.0
Kambipura,2,883.0,2.0,1.0,3900000.0
Outer Ring Road East,3,1500.0,2.0,0.0,9700000.0
Marathahalli,3,1730.0,3.0,3.0,13900000.0
Kasavanhalli,3,1915.0,3.0,3.0,8000000.0
Whitefield,3,1545.0,3.0,2.0,7900000.0
Marenahalli,3,1865.0,4.0,2.0,14000000.0
Hebbal Kempapura,2,1150.0,2.0,2.0,4000000.0
HAL 3rd Stage,2,1200.0,2.0,2.0,4900000.0
Kengeri,2,963.0,2.0,2.0,4000000.0
Marsur,3,1200.0,3.0,1.0,12000000.0
Basavangudi,4,2600.0,4.0,3.0,26000000.0
Lingadheeranahalli,3,1682.0,3.0,1.0,12000000.0
Yelahanka,3,1371.0,2.0,2.0,6500000.0
Hennur Road,2,901.0,2.0,1.0,4950000.0
Vishwapriya Layout,7,600.0,7.0,0.0,7300000.0
Ambalipura,3,1730.0,3.0,1.0,12000000.0
Konanakunte,4,1200.0,4.0,0.0,12500000.0
EPIP Zone,3,1500.0,3.0,3.0,10200000.0
Nagawara Junction,4,3500.0,4.0,2.0,24500000.0
Lingarajapuram,2,1203.0,2.0,1.0,5986000.0
Horamavu Banaswadi,2,1357.0,2.0,2.0,5400000.0
Vasantha Vallabha Nagar,3,1600.0,3.0,2.0,7600000.0
Yelahanka New Town,1,350.0,1.0,1.0,1350000.0
Varthur,3,1665.0,3.0,1.0,5300000.0
Ramamurthy Nagar,3,1400.0,3.0,3.0,20000000.0
Sarjapur  Road,1,835.0,1.0,1.0,4695000.0
Chandra Layout,2,815.0,3.0,2.0,16000000.0
Haralur Road,3,1444.0,2.0,1.0,8000000.0
Kanakapura,2,1277.0,2.0,2.0,5500000.0
Lingadheeranahalli,3,1521.0,3.0,1.0,9471000.0
Maithri Layout,2,1134.0,2.0,1.0,4000000.0
Vasanthapura,2,995.0,2.0,1.0,3482000.0
Old Madras Road,3,2760.0,5.0,2.0,15700000.0
Marathahalli,2,1325.0,1.0,1.0,9200000.0
Marathahalli,3,1525.0,3.0,2.0,9000000.0
Raja Rajeshwari Nagar 5th Stage,3,1320.0,2.0,2.0,7300000.0
Electronics City Phase 1,1,650.0,1.0,1.0,2300000.0
Old Airport Road,3,1858.0,2.0,1.0,16700000.0
Electronic City,2,1150.0,2.0,1.0,3800000.0
Electronic City Phase II,2,769.0,2.0,1.0,4000000.0
Electronic City,3,1571.0,3.0,2.0,10500000.0
Hennur Road,3,1445.0,3.0,1.0,8656000.0
Hosur Road,3,1590.0,2.0,2.0,13500000.0
Bommasandra,2,902.0,2.0,2.0,4900000.0
Sarjapur,3,2238.0,3.0,1.0,14000000.0
Electronic City,2,1090.0,2.0,1.0,3149000.0
Yelahanka,3,1712.0,3.0,3.0,8200000.0
Haralur Road,2,1088.0,2.0,1.0,6800000.0
Somasundara Palya,3,1575.0,3.0,3.0,6310000.0
Nanjappa Garden,6,2150.0,6.0,3.0,20500000.0
Kundalahalli,3,1920.0,3.0,2.0,15000000.0
Margondanahalli,2,1000.0,2.0,0.0,5700000.0
Chennammana Kere,2,1100.0,2.0,2.0,5610000.0
Electronic City,2,1089.0,2.0,2.0,4500000.0
Horamavu Agara,2,1106.0,2.0,1.0,4309000.0
Kengeri,2,927.0,2.0,2.0,3700000.0
Kanakpura Road,2,1339.0,2.0,2.0,5800000.0
Thanisandra,1,923.0,1.0,1.0,4569000.0
Sarjapur  Road,3,2900.0,3.0,2.0,28500000.0
Lakshminarayana Pura,2,1175.0,2.0,2.0,7500000.0
Thubarahalli,2,975.0,2.0,1.0,5500000.0
Hebbal,3,2400.0,4.0,1.0,18000000.0
Subramanyapura,3,1330.0,3.0,2.0,7200000.0
Thanisandra,2,1183.0,2.0,1.0,5974000.0
Harlur,3,1758.0,3.0,2.0,13300000.0
Nagarbhavi,3,1200.0,3.0,2.0,26500000.0
Hebbal,3,1255.0,2.0,1.0,7768000.000000001
Nagadevanahalli,3,600.0,4.0,2.0,11000000.0
Pai Layout,2,1100.0,2.0,2.0,5000000.0
Ramamurthy Nagar,2,1170.0,2.0,2.0,4680000.0
Vayunandana Layout,5,2400.0,5.0,2.0,12000000.0
Raja Rajeshwari Nagar,3,1530.0,3.0,3.0,5177000.0
Hebbal,2,1420.0,2.0,2.0,10700000.0
Geetanjali Layout,4,1200.0,4.0,2.0,30000000.0
7th Phase JP Nagar,6,1045.0,6.0,3.0,16000000.0
Kanakpura Road,3,1591.0,3.0,1.0,11500000.0
7th Phase JP Nagar,3,1680.0,3.0,2.0,12000000.0
Kenchenhalli,2,675.0,3.0,1.0,5200000.0
Hoodi,2,1055.0,2.0,1.0,5763000.0
Iblur Village,3,1918.0,3.0,2.0,12900000.0
Sarjapur  Road,2,1280.0,2.0,1.0,7600000.0
Nagarbhavi,3,1560.0,3.0,3.0,6600000.0
Sarjapur  Road,2,1145.0,2.0,2.0,4950000.0
Talaghattapura,3,2106.0,3.0,2.0,12600000.0
"EPIP AREA, WHITEFIELD",3,1801.0,3.0,2.0,13900000.0
Seegehalli,5,1200.0,5.0,3.0,12000000.0
Rajaji Nagar,2,1718.0,3.0,2.0,28800000.0
Whitefield,3,1306.0,3.0,2.0,5465000.0
Hebbal,2,1320.0,2.0,1.0,9200000.0
1st Stage Domlur,3,1350.0,2.0,2.0,6500000.0
Kalyan nagar,4,3800.0,5.0,3.0,30000000.0
Bannerghatta Road,3,1344.0,2.0,1.0,4200000.0
Bannerghatta Road,3,1893.0,3.0,2.0,10000000.0
Chandapura,3,1107.0,2.0,1.0,4300000.0
Lakshminarayana Pura,2,1190.0,2.0,1.0,7500000.0
Whitefield,2,1000.0,2.0,1.0,3500000.0
Kalhalli,2,2400.0,2.0,1.0,16000000.0
Kumaraswami Layout,2,1000.0,2.0,1.0,4850000.0
Jalahalli,3,2113.0,3.0,2.0,15500000.0
KR Puram,2,1100.0,2.0,1.0,4600000.0
Sector 2 HSR Layout,5,1200.0,4.0,1.0,16000000.0
Harlur,4,1884.0,4.0,2.0,12000000.0
Electronic City,2,1110.0,2.0,1.0,4000000.0
Kudlu,2,1027.0,2.0,2.0,4300000.0
Tavarekere,3,1250.0,3.0,2.0,4000000.0
Sarjapur  Road,3,1470.0,3.0,0.0,6200000.0
Kamakshipalya,2,1150.0,2.0,1.0,7500000.0
Hadosiddapura,3,1200.0,3.0,2.0,16500000.0
Kudlu Gate,1,703.0,1.0,1.0,5200000.0
Vijaya Bank Colony,3,1400.0,2.0,2.0,6200000.0
Bellandur,2,1195.0,2.0,2.0,5100000.0
Narayanapura,2,1302.0,2.0,1.0,6909999.999999999
Begur Road,3,1583.0,3.0,1.0,7440000.000000001
Kumarapalli,3,1488.0,2.0,3.0,6000000.0
Lakshmi Layout,4,600.0,5.0,2.0,8500000.0
Kammasandra,3,1385.0,2.0,2.0,3463000.0000000005
Whitefield,4,3262.0,4.0,2.0,26000000.0
Electronic City,3,1600.0,3.0,2.0,10400000.0
Old Airport Road,2,1150.0,2.0,1.0,9000000.0
Sarjapur  Road,2,1263.0,2.0,1.0,7800000.0
KR Puram,7,1200.0,8.0,2.0,11000000.0
Kanakpura Road,2,1299.0,2.0,2.0,8500000.0
Banashankari,2,1330.0,2.0,1.0,7800000.0
Devanahalli,3,1282.0,2.0,2.0,5243000.0
"JP Nagar 8th Phase, ",3,1853.0,3.0,2.0,8200000.0
Kachanayakanahalli,2,861.0,2.0,1.0,3500000.0
Bannerghatta Road,3,1600.0,3.0,2.0,9500000.0
Nagaraja Garden,2,1256.0,2.0,1.0,6280000.0
Tejaswini Nagar,3,1390.0,2.0,2.0,8000000.0
1 Annasandrapalya,11,1200.0,6.0,3.0,15000000.0
Hebbal,2,919.0,2.0,1.0,4900000.0
Margondanahalli,3,1625.0,3.0,0.0,8000000.0
Gunjur,2,1195.0,2.0,2.0,4400000.0
Domlur,6,2400.0,4.0,1.0,60000000.0
Yelenahalli,2,1159.0,2.0,1.0,6000000.0
Whitefield,3,1386.0,3.0,1.0,5746000.0
Harlur,2,1197.0,2.0,1.0,7900000.0
Old Airport Road,4,2690.0,4.0,3.0,19100000.0
Bommasandra,3,1295.0,2.0,1.0,5028000.0
Huskur,3,1310.0,2.0,1.0,3783000.0
Whitefield,2,1132.0,2.0,1.0,7928000.0
6th block Koramangala,3,2350.0,3.0,2.0,40000000.0
Hebbal,3,1645.0,3.0,2.0,13500000.0
Whitefield,2,1200.0,2.0,1.0,4584000.0
Whitefield,4,3000.0,4.0,0.0,33000000.0
Marathahalli,3,1937.0,3.0,2.0,14000000.0
Doddathoguru,2,1015.0,2.0,2.0,3350000.0
Nagadevanahalli,2,1080.0,2.0,2.0,3900000.0
Kathriguppe,3,1350.0,2.0,2.0,8098999.999999999
Kengeri Satellite Town,3,1149.0,2.0,2.0,2900000.0
Kothanur,2,1185.0,2.0,2.0,5900000.0
Domlur,3,1720.0,3.0,1.0,13500000.0
Hebbal,3,2080.0,3.0,3.0,17500000.0
Tindlu,3,1500.0,3.0,1.0,8700000.0
Yelahanka,3,1566.0,3.0,2.0,9700000.0
KSRTC Layout,4,1500.0,4.0,0.0,11000000.0
KR Puram,2,1290.0,2.0,1.0,4902000.0
"JP nagar 9th Phase, ",3,1531.0,3.0,2.0,7200000.0
Keshava Nagar,3,1839.0,3.0,3.0,16500000.0
Dollars Layout,4,4200.0,4.0,1.0,76000000.0
Electronic City Phase II,3,1400.0,2.0,2.0,4043000.0
Electronic City,2,550.0,1.0,1.0,1500000.0
Whitefield,2,1140.0,2.0,2.0,3900000.0
Banashankari Stage III,4,2000.0,4.0,0.0,10000000.0
Kaval Byrasandra,2,1100.0,2.0,1.0,4600000.0
Vignana Nagar,2,1200.0,2.0,2.0,5500000.0
Bannerghatta,3,1618.0,3.0,1.0,6800000.0
Whitefield,4,2830.0,5.0,2.0,16000000.0
Uttarahalli,3,1315.0,2.0,2.0,7400000.0
Anandapura,2,1141.0,2.0,1.0,4275000.0
AECS Layout,2,1080.0,2.0,2.0,5500000.0
HBR Layout,2,1200.0,2.0,2.0,6000000.0
Varthur,2,1111.0,2.0,2.0,4188000.0000000005
NGR Layout,2,1022.0,2.0,1.0,4590000.0
Bannerghatta Road,2,1275.0,2.0,2.0,6500000.0
4th Block Jayanagar,2,900.0,2.0,1.0,7000000.0
Rachenahalli,2,1224.0,2.0,3.0,3920000.0000000005
Battarahalli,2,1135.0,2.0,3.0,4300000.0
Rachenahalli,2,1050.0,2.0,2.0,5210000.0
Kudlu Gate,3,1535.0,3.0,2.0,8600000.0
Nagavarapalya,2,1392.0,2.0,1.0,13000000.0
Bellandur,2,1050.0,2.0,2.0,7200000.0
Hosa Road,3,1513.0,3.0,1.0,10300000.0
Gottigere,3,1621.0,3.0,3.0,7200000.0
Bannerghatta Road,2,892.0,2.0,1.0,3900000.0
Whitefield,2,1205.0,2.0,1.0,4000000.0
Hebbal,3,1355.0,3.0,2.0,8387000.0
Karnataka Shabarimala,4,1200.0,6.0,3.0,7000000.0
Indira Nagar,2,1400.0,2.0,2.0,16800000.0
Kengeri,2,726.0,2.0,1.0,3500000.0
Singena Agrahara,3,1500.0,3.0,2.0,14900000.0
Hebbal,4,3895.0,4.0,2.0,40500000.0
Horamavu Agara,2,1079.0,2.0,2.0,4100000.0
Begur Road,2,1170.0,2.0,2.0,4600000.0
Doddathoguru,2,1104.0,2.0,2.0,3900000.0
Kanakpura Road,2,950.0,2.0,1.0,4500000.0
Hormavu,4,4818.0,4.0,3.0,39000000.0
Canara Bank Colony,3,1650.0,2.0,1.0,5200000.0
Kogilu,3,1559.0,3.0,2.0,12700000.0
Hanumagiri,2,1100.0,2.0,1.0,3800000.0
Benson Town,3,1750.0,3.0,3.0,15000000.0
Ramagondanahalli,2,1215.0,2.0,1.0,4550000.0
Talaghattapura,3,1868.0,3.0,1.0,13500000.0
Electronic City,2,1130.0,2.0,1.0,3263000.0000000005
Kanakpura Road,3,1570.0,3.0,3.0,6450000.0
Sarjapur  Road,3,1691.0,3.0,1.0,9800000.0
Ardendale,5,4355.0,3.0,1.0,35000000.0
Hulimavu,2,1225.0,2.0,2.0,5500000.0
JP Nagar,3,1690.0,3.0,2.0,11200000.0
Thigalarapalya,2,1418.0,2.0,2.0,10300000.0
Kasturi Nagar,4,1896.0,3.0,1.0,12500000.0
Sonnenahalli,1,605.0,1.0,1.0,4000000.0
Begur Road,5,800.0,5.0,2.0,9500000.0
Electronic City Phase II,2,900.0,2.0,2.0,3250000.0
Cholanayakanahalli,1,750.0,2.0,0.0,5000000.0
Hoodi,3,780.0,3.0,1.0,6200000.0
Ananth Nagar,2,908.0,2.0,1.0,2600000.0
Thanisandra,4,3216.0,4.0,1.0,22600000.0
BEML Layout,5,2400.0,4.0,1.0,22500000.0
Iblur Village,2,1400.0,2.0,2.0,6800000.0
Kudlu,2,1092.0,2.0,2.0,4400000.0
Hulimavu,2,1255.0,2.0,2.0,7400000.0
Electronic City,3,1500.0,2.0,1.0,10000000.0
Thanisandra,2,1296.0,2.0,2.0,7200000.0
Horamavu Banaswadi,2,925.0,2.0,3.0,3800000.0
Raja Rajeshwari Nagar,2,1023.0,2.0,2.0,4200000.0
Seshadripuram,2,600.0,3.0,2.0,7500000.0
Thanisandra,2,1020.0,2.0,1.0,4450000.0
Choodasandra,3,1530.0,3.0,2.0,7700000.0
Gubbalala,3,1650.0,3.0,2.0,7100000.0
Vijaya Bank Layout,3,1605.0,2.0,3.0,8500000.0
Hosakerehalli,2,1925.0,2.0,1.0,5000000.0
Kogilu,2,1190.0,2.0,2.0,5066000.0
Jakkur,3,1374.0,3.0,2.0,6800000.0
6th Phase JP Nagar,2,1140.0,2.0,2.0,6500000.0
Green Glen Layout,3,1725.0,3.0,2.0,13000000.0
Bisuvanahalli,3,1075.0,2.0,1.0,5000000.0
Kannamangala,3,1574.0,3.0,1.0,9334000.0
Sanjay nagar,1,965.0,1.0,1.0,3200000.0
Marathahalli,3,1550.0,3.0,2.0,8300000.0
Akshayanagara West,2,1205.0,2.0,2.0,6000000.0
Kambipura,3,1082.0,2.0,1.0,5500000.0
Uttarahalli,3,1215.0,2.0,2.0,5285000.0
Hebbal,4,2483.0,5.0,2.0,23000000.0
Prasanth Extension,2,1200.0,3.0,1.0,4614000.0
Chikkathoguru,1,1500.0,1.0,1.0,1950000.0
1st Block Koramangala,4,2360.0,4.0,2.0,60000000.0
Kanakpura Road,3,1452.0,3.0,3.0,6098000.0
Electronic City Phase II,3,1329.0,2.0,2.0,4100000.0
Doctors Layout,2,1125.0,2.0,1.0,4400000.0
Anand nagar,2,1200.0,2.0,0.0,7000000.0
Sarjapur  Road,3,1350.0,3.0,3.0,3997000.0
Hebbal,3,2600.0,3.0,2.0,19500000.0
West of Chord Road,2,1200.0,2.0,1.0,16000000.0
Electronic City Phase II,3,1220.0,3.0,1.0,3522999.9999999995
Pai Layout,2,1255.0,2.0,1.0,8000000.0
Keshava Nagar,3,1904.0,3.0,3.0,15500000.0
Somasundara Palya,2,1329.0,2.0,2.0,7000000.0
Chandapura,2,1200.0,2.0,1.0,6000000.0
Murugeshpalya,3,2135.0,3.0,2.0,16000000.0
Ramakrishnappa Layout,3,2770.0,4.0,3.0,31500000.0
"Hoodi Circle, ",1,813.0,1.0,1.0,3900000.0
Junnasandra,4,3884.0,4.0,3.0,24000000.0
Doddaballapur,3,3876.0,3.0,1.0,30000000.0
Kalena Agrahara,2,800.0,2.0,2.0,3000000.0
Handenahalli,4,4750.0,2.0,1.0,12000000.0
Hormavu,3,1500.0,3.0,3.0,7000000.0
Bannerghatta Road,3,1880.0,3.0,2.0,9500000.0
Electronic City,3,1440.0,2.0,2.0,5500000.0
Banagiri Nagar,3,1630.0,2.0,2.0,9778000.0
Yelahanka,3,1180.0,3.0,1.0,5500000.0
Nagadevanahalli,2,1090.0,2.0,1.0,3600000.0
NGR Layout,2,1020.0,2.0,2.0,4845000.0
"Sarjapur Road, ",4,2425.0,4.0,3.0,17300000.0
Varthur,2,1097.0,2.0,1.0,3382000.0
Raja Rajeshwari Nagar,2,1070.0,2.0,1.0,5000000.0
Kumaraswami Layout,2,1000.0,2.0,1.0,5800000.0
manyata tech park,2,1150.0,2.0,1.0,5600000.0
Frazer Town,3,1900.0,4.0,2.0,14500000.0
Divya Unnathi Layout,2,1141.0,2.0,2.0,4900000.0
Jigani,2,937.0,2.0,1.0,4400000.0
Green Glen Layout,2,1075.0,2.0,1.0,6000000.0
Panathur,2,1000.0,2.0,1.0,6530000.0
Yelachenahalli,5,897.0,2.0,1.0,8500000.0
Ashwathnagar,2,936.0,2.0,2.0,4300000.0
Gopalkrishna Nagar,2,1280.0,2.0,1.0,7500000.0
Babusapalaya,2,1050.0,2.0,3.0,4500000.0
Marathahalli,2,1350.0,2.0,1.0,8600000.0
Mallasandra,2,1325.0,2.0,1.0,7000000.0
Devanahalli,2,1174.0,2.0,1.0,5900000.0
Hosur Road,3,1890.0,3.0,2.0,16200000.0
Wilson Garden,1,735.0,1.0,1.0,7500000.0
Sarvabhouma Nagar,1,500.0,1.0,0.0,2400000.0
Gottigere,3,1304.0,3.0,3.0,8000000.0
Yelahanka,3,1653.0,3.0,2.0,12000000.0
Bisuvanahalli,3,1075.0,2.0,1.0,5200000.0
7th Phase JP Nagar,2,1212.0,3.0,1.0,4200000.0
Hoysalanagar,2,1100.0,2.0,1.0,5000000.0
Rajaji Nagar,4,3436.0,6.0,3.0,50000000.0
SMV layout,3,1200.0,4.0,0.0,14500000.0
Billekahalli,2,1140.0,2.0,2.0,5000000.0
Roopena Agrahara,2,1200.0,2.0,1.0,10000000.0
Kudlu Gate,3,1532.0,3.0,2.0,8300000.0
Doddaballapur,3,2776.0,4.0,2.0,19500000.0
Padmanabhanagar,3,1531.0,2.0,0.0,7500000.0
Poorna Pragna Layout,3,1270.0,2.0,2.0,5079000.0
Uttarahalli,2,1325.0,2.0,1.0,5300000.0
CQAL LAYOUT C BLOCK,3,1200.0,3.0,1.0,16000000.0
Electronic City,3,1156.0,2.0,2.0,4400000.0
R.T. Nagar,4,2000.0,4.0,2.0,32000000.0
Bannerghatta Road,2,1260.0,2.0,2.0,7000000.0
Vittasandra,2,1934.0,2.0,0.0,9000000.0
Malleshpalya,2,1060.0,2.0,1.0,4000000.0
Kasavanhalli,3,1476.0,3.0,1.0,9500000.0
Murugeshpalya,2,1185.0,2.0,1.0,8500000.0
Channasandra Layout,3,1265.0,2.0,1.0,8200000.0
"Near Electronic City, ",4,3200.0,5.0,1.0,15000000.0
Virat Nagar,2,1196.0,2.0,2.0,5681000.0
EPIP Zone,2,1280.0,2.0,1.0,6900000.0
Marathahalli,4,800.0,4.0,2.0,8600000.0
Kacharakanahalli,3,1850.0,3.0,3.0,9800000.0
Indira Nagar,4,2400.0,4.0,2.0,52500000.0
Whitefield,2,1195.0,2.0,1.0,7000000.0
Ulsoor,3,2000.0,3.0,3.0,18500000.0
Veerannapalya,7,600.0,4.0,0.0,10000000.0
Hebbal Kempapura,4,800.0,5.0,3.0,15500000.0
Hosur Road,2,1180.0,2.0,2.0,3650000.0
Jakkur,2,1050.0,2.0,1.0,4987000.0
Electronic City,3,1400.0,2.0,1.0,4044000.0
Bagalakunte,4,2360.0,4.0,2.0,15000000.0
Banashankari stage 2,2,1030.0,2.0,1.0,7725000.0
Doddanakundi Industrial Area 2,2,1512.0,1.0,2.0,6501000.000000001
Subramanyapura,2,929.0,2.0,1.0,4800000.0
Jigani,3,1252.0,3.0,3.0,6100000.0
Green Glen Layout,3,1485.0,3.0,2.0,11500000.0
Electronics City Phase 1,3,1124.0,2.0,2.0,5500000.0
TC Palaya,6,2400.0,6.0,3.0,37000000.0
Indira Nagar,3,1407.0,3.0,1.0,12000000.0
Hennur Road,3,1482.0,2.0,3.0,9700000.0
Sector 7 HSR Layout,2,1163.0,2.0,1.0,9886000.0
Jalahalli,3,1570.0,3.0,2.0,14000000.0
Chandapura,1,520.0,1.0,1.0,1404000.0
OLd Gurappanapalya,3,2000.0,3.0,2.0,16000000.0
Prithvi Layout,2,1352.0,2.0,2.0,7500000.0
Electronic City,2,1152.0,2.0,1.0,6500000.0
"ECC Road, Whitefield, ",3,1575.0,3.0,2.0,9300000.0
Hegde Nagar,3,1965.0,4.0,2.0,12500000.0
Ramanjaneyanagar,3,1300.0,2.0,2.0,7000000.0
Marathahalli,2,957.0,2.0,1.0,4700000.0
Hoskote,3,1740.0,3.0,3.0,6000000.0
Kanakpura Road,5,1080.0,6.0,3.0,6500000.0
Neeladri Nagar,2,1060.0,2.0,0.0,3500000.0
Chikkadunnasandra,2,975.0,2.0,2.0,5000000.0
Ramamurthy Nagar,2,1150.0,2.0,2.0,5100000.0
Whitefield,3,1738.0,2.0,3.0,7900000.0
Bommanahalli,3,1250.0,3.0,2.0,5500000.0
Bannerghatta Road,3,1788.0,3.0,2.0,9000000.0
Kanakapura,2,1151.0,2.0,1.0,5900000.0
Uttarahalli,3,1300.0,2.0,2.0,6000000.0
Garudachar Palya,2,1150.0,2.0,1.0,5280000.0
Akshya Nagar,2,1380.0,2.0,1.0,7500000.0
Hebbal,3,1645.0,3.0,2.0,11700000.0
Babusapalaya,2,1141.0,2.0,1.0,4590000.0
7th Phase JP Nagar,2,1175.0,2.0,2.0,8250000.0
Banashankari Stage V,3,1355.0,2.0,1.0,6100000.0
Dasarahalli,2,1150.0,2.0,0.0,7000000.0
Canara Bank Colony,2,1000.0,2.0,2.0,4500000.0
Balagere,2,1007.0,2.0,1.0,6500000.0
Wajid layout thanisandra,4,3000.0,5.0,2.0,10000000.0
Kothanur,3,1436.0,3.0,3.0,7000000.0
Marathahalli,4,4000.0,4.0,3.0,22000000.0
Rajaji Nagar,2,1200.0,2.0,0.0,15000000.0
Rayasandra,2,1016.0,2.0,1.0,5800000.0
Dodda Nekkundi,2,1100.0,2.0,2.0,4800000.0
B Channasandra,2,1080.0,2.0,1.0,4500000.0
Electronic City,2,1070.0,2.0,1.0,6000000.0
Kadubeesanahalli,3,1532.0,3.0,1.0,11500000.0
Hennur,2,1040.0,2.0,2.0,4212000.0
Laxmi Sagar Layout,3,3100.0,3.0,3.0,25000000.0
Thanisandra,3,1430.0,2.0,2.0,5160000.0
Rajaji Nagar,2,1160.0,1.0,0.0,16300000.0
ITPL,4,3262.0,5.0,2.0,20500000.0
Achins Road,7,2100.0,7.0,0.0,41000000.0
Uvce Layout,2,1190.0,2.0,2.0,10000000.0
Panduranga Nagar,3,1827.0,3.0,3.0,10000000.0
HRBR Layout,2,1210.0,2.0,1.0,7500000.0
New Thippasandra,3,1500.0,3.0,3.0,9500000.0
Rachenahalli,2,1050.0,2.0,2.0,5350000.0
Hebbal,2,1251.0,2.0,1.0,8873000.0
HSR Layout,3,1600.0,2.0,2.0,11500000.0
Electronic City,2,1128.0,2.0,1.0,6550000.0
Budigere,3,1820.0,3.0,2.0,9300000.0
Thigalarapalya,3,2072.0,4.0,2.0,15900000.0
Raja Rajeshwari Nagar,3,1510.0,2.0,3.0,5900000.0
Hoodi,3,1925.0,2.0,3.0,11400000.0
Hennur Road,3,2651.0,2.0,2.0,22500000.0
Thigalarapalya,3,2072.0,4.0,2.0,14700000.0
Kumaraswami Layout,2,1000.0,2.0,2.0,3600000.0
KR Puram,3,1752.0,3.0,2.0,14500000.0
Sahakara Nagar,2,960.0,2.0,3.0,5600000.0
Gattigere,2,1180.0,2.0,2.0,6300000.0
